,batch_size,learning_rate,code_name,epoch,timetick,freq,reg,word,acc,sse
67,1,0.0001,task_effect_r0002,120,8,High,Regular,when,1.0,0.12274117
68,1,0.0001,task_effect_r0002,120,8,High,Regular,write,1.0,0.31926787
69,1,0.0001,task_effect_r0002,120,8,High,Regular,will,1.0,0.08853618
70,1,0.0001,task_effect_r0002,120,8,Low,Regular,bus,1.0,0.15271595
71,1,0.0001,task_effect_r0002,120,8,Low,Regular,broke,1.0,0.12280453
72,1,0.0001,task_effect_r0002,120,8,Low,Regular,beam,1.0,0.0916964
73,1,0.0001,task_effect_r0002,120,8,Low,Regular,deed,1.0,0.093400046
74,1,0.0001,task_effect_r0002,120,8,Low,Regular,dots,1.0,0.09966675
75,1,0.0001,task_effect_r0002,120,8,Low,Regular,float,1.0,0.19371437
76,1,0.0001,task_effect_r0002,120,8,Low,Regular,grape,1.0,0.2694588
77,1,0.0001,task_effect_r0002,120,8,Low,Regular,lunch,1.0,0.114651695
78,1,0.0001,task_effect_r0002,120,8,Low,Regular,peel,1.0,0.06729831
79,1,0.0001,task_effect_r0002,120,8,Low,Regular,fade,1.0,0.16346626
80,1,0.0001,task_effect_r0002,120,8,Low,Regular,pitch,1.0,0.11451384
81,1,0.0001,task_effect_r0002,120,8,Low,Regular,pump,1.0,0.077350944
82,1,0.0001,task_effect_r0002,120,8,Low,Regular,ripe,1.0,0.09539698
83,1,0.0001,task_effect_r0002,120,8,Low,Regular,slip,1.0,0.083927065
84,1,0.0001,task_effect_r0002,120,8,Low,Regular,slam,1.0,0.061662927
85,1,0.0001,task_effect_r0002,120,8,Low,Regular,stunt,1.0,0.07037948
86,1,0.0001,task_effect_r0002,120,8,Low,Regular,swore,1.0,0.10046708
87,1,0.0001,task_effect_r0002,120,8,Low,Regular,trunk,1.0,0.09213949
88,1,0.0001,task_effect_r0002,120,8,Low,Regular,wit,1.0,0.0761449
89,1,0.0001,task_effect_r0002,120,8,Low,Regular,weld,1.0,0.24644527
90,1,0.0001,task_effect_r0002,120,8,Low,Regular,wax,1.0,0.10701328
91,1,0.0001,task_effect_r0002,120,8,Low,Regular,wing,1.0,0.10749051
92,1,0.0001,task_effect_r0002,120,8,Low,Regular,wake,1.0,0.18394789
93,1,0.0001,task_effect_r0002,120,9,High,Exception,are,0.0,1.6889771
94,1,0.0001,task_effect_r0002,120,9,High,Exception,both,1.0,0.2529569
95,1,0.0001,task_effect_r0002,120,9,High,Exception,break,1.0,0.52341884
96,1,0.0001,task_effect_r0002,120,9,High,Exception,choose,1.0,0.06333651
97,1,0.0001,task_effect_r0002,120,9,High,Exception,come,1.0,1.0535257
98,1,0.0001,task_effect_r0002,120,9,High,Exception,do,0.0,1.0406275
99,1,0.0001,task_effect_r0002,120,9,High,Exception,does,0.0,3.7822075
100,1,0.0001,task_effect_r0002,120,9,High,Exception,done,0.0,1.3356677
101,1,0.0001,task_effect_r0002,120,9,High,Exception,foot,0.0,0.95795
102,1,0.0001,task_effect_r0002,120,9,High,Exception,give,1.0,0.2460478
103,1,0.0001,task_effect_r0002,120,9,High,Exception,great,1.0,0.075253636
104,1,0.0001,task_effect_r0002,120,9,High,Exception,have,0.0,2.595279
105,1,0.0001,task_effect_r0002,120,9,High,Exception,move,1.0,0.7128646
106,1,0.0001,task_effect_r0002,120,9,High,Exception,pull,1.0,0.102233544
107,1,0.0001,task_effect_r0002,120,9,High,Exception,said,0.0,0.6447933
108,1,0.0001,task_effect_r0002,120,9,High,Exception,says,0.0,0.7722315
109,1,0.0001,task_effect_r0002,120,9,High,Exception,shall,0.0,1.7960957
110,1,0.0001,task_effect_r0002,120,9,High,Exception,want,1.0,0.24640508
111,1,0.0001,task_effect_r0002,120,9,High,Exception,watch,1.0,0.14041258
112,1,0.0001,task_effect_r0002,120,9,High,Exception,were,0.0,1.0457569
113,1,0.0001,task_effect_r0002,120,9,High,Exception,what,0.0,2.8142905
114,1,0.0001,task_effect_r0002,120,9,High,Exception,word,0.0,3.0820312
115,1,0.0001,task_effect_r0002,120,9,High,Exception,work,1.0,1.1251295
116,1,0.0001,task_effect_r0002,120,9,Low,Exception,bowl,0.0,3.0280945
117,1,0.0001,task_effect_r0002,120,9,Low,Exception,broad,0.0,1.8033526
118,1,0.0001,task_effect_r0002,120,9,Low,Exception,bush,1.0,1.1300633
119,1,0.0001,task_effect_r0002,120,9,Low,Exception,deaf,0.0,0.47383368
120,1,0.0001,task_effect_r0002,120,9,Low,Exception,doll,1.0,0.83023083
121,1,0.0001,task_effect_r0002,120,9,Low,Exception,flood,1.0,0.6057129
122,1,0.0001,task_effect_r0002,120,9,Low,Exception,gross,1.0,1.3241638
123,1,0.0001,task_effect_r0002,120,9,Low,Exception,lose,0.0,1.9296968
124,1,0.0001,task_effect_r0002,120,9,Low,Exception,pear,0.0,1.7856705
125,1,0.0001,task_effect_r0002,120,9,Low,Exception,phase,0.0,0.72097933
126,1,0.0001,task_effect_r0002,120,9,Low,Exception,pint,0.0,2.451603
127,1,0.0001,task_effect_r0002,120,9,Low,Exception,plow,1.0,1.0001146
128,1,0.0001,task_effect_r0002,120,9,Low,Exception,rouse,1.0,0.5827643
129,1,0.0001,task_effect_r0002,120,9,Low,Exception,sew,0.0,2.005246
130,1,0.0001,task_effect_r0002,120,9,Low,Exception,shoe,1.0,0.38805658
131,1,0.0001,task_effect_r0002,120,9,Low,Exception,spook,0.0,0.3898093
132,1,0.0001,task_effect_r0002,120,9,Low,Exception,swamp,0.0,1.5733075
133,1,0.0001,task_effect_r0002,120,9,Low,Exception,swarm,0.0,2.3689153
134,1,0.0001,task_effect_r0002,120,9,Low,Exception,touch,1.0,0.96555614
135,1,0.0001,task_effect_r0002,120,9,Low,Exception,wad,0.0,1.3175023
136,1,0.0001,task_effect_r0002,120,9,Low,Exception,wand,1.0,0.1832996
137,1,0.0001,task_effect_r0002,120,9,Low,Exception,wash,0.0,0.8294308
138,1,0.0001,task_effect_r0002,120,9,Low,Exception,wool,0.0,0.7673999
139,1,0.0001,task_effect_r0002,120,9,Low,Exception,worm,0.0,1.8420644
140,1,0.0001,task_effect_r0002,120,9,High,Regular,out,1.0,0.06604653
141,1,0.0001,task_effect_r0002,120,9,High,Regular,big,1.0,0.087154835
142,1,0.0001,task_effect_r0002,120,9,High,Regular,best,1.0,0.05835388
143,1,0.0001,task_effect_r0002,120,9,High,Regular,class,1.0,0.060740046
144,1,0.0001,task_effect_r0002,120,9,High,Regular,came,1.0,0.14947514
145,1,0.0001,task_effect_r0002,120,9,High,Regular,did,1.0,0.0641609
146,1,0.0001,task_effect_r0002,120,9,High,Regular,tell,1.0,0.06206623
147,1,0.0001,task_effect_r0002,120,9,High,Regular,dark,1.0,0.05029124
148,1,0.0001,task_effect_r0002,120,9,High,Regular,fact,1.0,0.086563244
149,1,0.0001,task_effect_r0002,120,9,High,Regular,got,1.0,0.11312018
150,1,0.0001,task_effect_r0002,120,9,High,Regular,group,1.0,0.10551241
151,1,0.0001,task_effect_r0002,120,9,High,Regular,him,1.0,0.048840456
152,1,0.0001,task_effect_r0002,120,9,High,Regular,place,1.0,0.10047695
153,1,0.0001,task_effect_r0002,120,9,High,Regular,page,1.0,0.1490708
154,1,0.0001,task_effect_r0002,120,9,High,Regular,see,1.0,0.027421802
155,1,0.0001,task_effect_r0002,120,9,High,Regular,stop,1.0,0.051943436
156,1,0.0001,task_effect_r0002,120,9,High,Regular,soon,1.0,0.060663577
157,1,0.0001,task_effect_r0002,120,9,High,Regular,which,1.0,0.09453395
158,1,0.0001,task_effect_r0002,120,9,High,Regular,week,1.0,0.06944932
159,1,0.0001,task_effect_r0002,120,9,High,Regular,with,1.0,0.071208686
160,1,0.0001,task_effect_r0002,120,9,High,Regular,when,1.0,0.07797396
161,1,0.0001,task_effect_r0002,120,9,High,Regular,write,1.0,0.08583644
162,1,0.0001,task_effect_r0002,120,9,High,Regular,will,1.0,0.056484997
163,1,0.0001,task_effect_r0002,120,9,Low,Regular,bus,1.0,0.07347442
164,1,0.0001,task_effect_r0002,120,9,Low,Regular,broke,1.0,0.09947115
165,1,0.0001,task_effect_r0002,120,9,Low,Regular,beam,1.0,0.05866445
166,1,0.0001,task_effect_r0002,120,9,Low,Regular,deed,1.0,0.06510315
167,1,0.0001,task_effect_r0002,120,9,Low,Regular,dots,1.0,0.04340352
168,1,0.0001,task_effect_r0002,120,9,Low,Regular,float,1.0,0.12493016
169,1,0.0001,task_effect_r0002,120,9,Low,Regular,grape,1.0,0.13595954
170,1,0.0001,task_effect_r0002,120,9,Low,Regular,lunch,1.0,0.08183557
171,1,0.0001,task_effect_r0002,120,9,Low,Regular,peel,1.0,0.037998963
172,1,0.0001,task_effect_r0002,120,9,Low,Regular,fade,1.0,0.1083991
173,1,0.0001,task_effect_r0002,120,9,Low,Regular,pitch,1.0,0.08559897
174,1,0.0001,task_effect_r0002,120,9,Low,Regular,pump,1.0,0.037811145
175,1,0.0001,task_effect_r0002,120,9,Low,Regular,ripe,1.0,0.0717727
176,1,0.0001,task_effect_r0002,120,9,Low,Regular,slip,1.0,0.04562141
177,1,0.0001,task_effect_r0002,120,9,Low,Regular,slam,1.0,0.03303346
178,1,0.0001,task_effect_r0002,120,9,Low,Regular,stunt,1.0,0.046632953
179,1,0.0001,task_effect_r0002,120,9,Low,Regular,swore,1.0,0.061921947
180,1,0.0001,task_effect_r0002,120,9,Low,Regular,trunk,1.0,0.047235485
181,1,0.0001,task_effect_r0002,120,9,Low,Regular,wit,1.0,0.050485663
182,1,0.0001,task_effect_r0002,120,9,Low,Regular,weld,1.0,0.11339123
183,1,0.0001,task_effect_r0002,120,9,Low,Regular,wax,1.0,0.05553414
184,1,0.0001,task_effect_r0002,120,9,Low,Regular,wing,1.0,0.06810942
185,1,0.0001,task_effect_r0002,120,9,Low,Regular,wake,1.0,0.13163403
186,1,0.0001,task_effect_r0002,120,10,High,Exception,are,0.0,1.6510608
187,1,0.0001,task_effect_r0002,120,10,High,Exception,both,1.0,0.033208292
188,1,0.0001,task_effect_r0002,120,10,High,Exception,break,1.0,0.08512921
189,1,0.0001,task_effect_r0002,120,10,High,Exception,choose,1.0,0.042214718
190,1,0.0001,task_effect_r0002,120,10,High,Exception,come,1.0,0.105001815
191,1,0.0001,task_effect_r0002,120,10,High,Exception,do,0.0,0.82057077
192,1,0.0001,task_effect_r0002,120,10,High,Exception,does,0.0,3.8300138
193,1,0.0001,task_effect_r0002,120,10,High,Exception,done,1.0,0.6527281
194,1,0.0001,task_effect_r0002,120,10,High,Exception,foot,0.0,0.29537323
195,1,0.0001,task_effect_r0002,120,10,High,Exception,give,1.0,0.064151965
196,1,0.0001,task_effect_r0002,120,10,High,Exception,great,1.0,0.04718726
197,1,0.0001,task_effect_r0002,120,10,High,Exception,have,0.0,2.0943644
198,1,0.0001,task_effect_r0002,120,10,High,Exception,move,1.0,0.069881484
199,1,0.0001,task_effect_r0002,120,10,High,Exception,pull,1.0,0.069739826
200,1,0.0001,task_effect_r0002,120,10,High,Exception,said,0.0,0.39869538
201,1,0.0001,task_effect_r0002,120,10,High,Exception,says,0.0,0.49504602
202,1,0.0001,task_effect_r0002,120,10,High,Exception,shall,0.0,1.6605966
203,1,0.0001,task_effect_r0002,120,10,High,Exception,want,1.0,0.34791252
204,1,0.0001,task_effect_r0002,120,10,High,Exception,watch,1.0,0.08061463
205,1,0.0001,task_effect_r0002,120,10,High,Exception,were,0.0,0.64915085
206,1,0.0001,task_effect_r0002,120,10,High,Exception,what,0.0,2.7053652
207,1,0.0001,task_effect_r0002,120,10,High,Exception,word,0.0,3.006373
208,1,0.0001,task_effect_r0002,120,10,High,Exception,work,1.0,0.93054414
209,1,0.0001,task_effect_r0002,120,10,Low,Exception,bowl,0.0,2.0020266
210,1,0.0001,task_effect_r0002,120,10,Low,Exception,broad,1.0,0.7575825
211,1,0.0001,task_effect_r0002,120,10,Low,Exception,bush,1.0,0.9769777
212,1,0.0001,task_effect_r0002,120,10,Low,Exception,deaf,1.0,0.21894938
213,1,0.0001,task_effect_r0002,120,10,Low,Exception,doll,1.0,0.4058458
214,1,0.0001,task_effect_r0002,120,10,Low,Exception,flood,1.0,0.048817586
215,1,0.0001,task_effect_r0002,120,10,Low,Exception,gross,1.0,0.8466107
216,1,0.0001,task_effect_r0002,120,10,Low,Exception,lose,0.0,1.4385152
217,1,0.0001,task_effect_r0002,120,10,Low,Exception,pear,0.0,1.6126592
218,1,0.0001,task_effect_r0002,120,10,Low,Exception,phase,1.0,0.20566078
219,1,0.0001,task_effect_r0002,120,10,Low,Exception,pint,0.0,1.9308991
220,1,0.0001,task_effect_r0002,120,10,Low,Exception,plow,1.0,0.06740761
221,1,0.0001,task_effect_r0002,120,10,Low,Exception,rouse,1.0,0.18929675
222,1,0.0001,task_effect_r0002,120,10,Low,Exception,sew,0.0,2.0040884
223,1,0.0001,task_effect_r0002,120,10,Low,Exception,shoe,1.0,0.29317755
224,1,0.0001,task_effect_r0002,120,10,Low,Exception,spook,1.0,0.10614421
225,1,0.0001,task_effect_r0002,120,10,Low,Exception,swamp,1.0,0.6209307
226,1,0.0001,task_effect_r0002,120,10,Low,Exception,swarm,1.0,1.5535539
227,1,0.0001,task_effect_r0002,120,10,Low,Exception,touch,1.0,0.17418632
228,1,0.0001,task_effect_r0002,120,10,Low,Exception,wad,0.0,1.2300436
229,1,0.0001,task_effect_r0002,120,10,Low,Exception,wand,1.0,0.067082845
230,1,0.0001,task_effect_r0002,120,10,Low,Exception,wash,1.0,0.6589636
231,1,0.0001,task_effect_r0002,120,10,Low,Exception,wool,0.0,0.54068345
232,1,0.0001,task_effect_r0002,120,10,Low,Exception,worm,1.0,1.197502
233,1,0.0001,task_effect_r0002,120,10,High,Regular,out,1.0,0.07123156
234,1,0.0001,task_effect_r0002,120,10,High,Regular,big,1.0,0.052658685
235,1,0.0001,task_effect_r0002,120,10,High,Regular,best,1.0,0.03400857
236,1,0.0001,task_effect_r0002,120,10,High,Regular,class,1.0,0.04067573
237,1,0.0001,task_effect_r0002,120,10,High,Regular,came,1.0,0.054726414
238,1,0.0001,task_effect_r0002,120,10,High,Regular,did,1.0,0.03797163
239,1,0.0001,task_effect_r0002,120,10,High,Regular,tell,1.0,0.031491704
240,1,0.0001,task_effect_r0002,120,10,High,Regular,dark,1.0,0.031714387
241,1,0.0001,task_effect_r0002,120,10,High,Regular,fact,1.0,0.0567428
242,1,0.0001,task_effect_r0002,120,10,High,Regular,got,1.0,0.0743171
243,1,0.0001,task_effect_r0002,120,10,High,Regular,group,1.0,0.070104614
244,1,0.0001,task_effect_r0002,120,10,High,Regular,him,1.0,0.030584445
245,1,0.0001,task_effect_r0002,120,10,High,Regular,place,1.0,0.0634334
246,1,0.0001,task_effect_r0002,120,10,High,Regular,page,1.0,0.10924224
247,1,0.0001,task_effect_r0002,120,10,High,Regular,see,1.0,0.01749135
248,1,0.0001,task_effect_r0002,120,10,High,Regular,stop,1.0,0.02519721
249,1,0.0001,task_effect_r0002,120,10,High,Regular,soon,1.0,0.016303621
250,1,0.0001,task_effect_r0002,120,10,High,Regular,which,1.0,0.067599244
251,1,0.0001,task_effect_r0002,120,10,High,Regular,week,1.0,0.05504899
252,1,0.0001,task_effect_r0002,120,10,High,Regular,with,1.0,0.03672508
253,1,0.0001,task_effect_r0002,120,10,High,Regular,when,1.0,0.045814015
254,1,0.0001,task_effect_r0002,120,10,High,Regular,write,1.0,0.03533206
255,1,0.0001,task_effect_r0002,120,10,High,Regular,will,1.0,0.037153684
256,1,0.0001,task_effect_r0002,120,10,Low,Regular,bus,1.0,0.047698334
257,1,0.0001,task_effect_r0002,120,10,Low,Regular,broke,1.0,0.09388535
258,1,0.0001,task_effect_r0002,120,10,Low,Regular,beam,1.0,0.032804117
259,1,0.0001,task_effect_r0002,120,10,Low,Regular,deed,1.0,0.0461592
260,1,0.0001,task_effect_r0002,120,10,Low,Regular,dots,1.0,0.022760158
261,1,0.0001,task_effect_r0002,120,10,Low,Regular,float,1.0,0.06902849
262,1,0.0001,task_effect_r0002,120,10,Low,Regular,grape,1.0,0.061369956
263,1,0.0001,task_effect_r0002,120,10,Low,Regular,lunch,1.0,0.05174031
264,1,0.0001,task_effect_r0002,120,10,Low,Regular,peel,1.0,0.025827382
265,1,0.0001,task_effect_r0002,120,10,Low,Regular,fade,1.0,0.0780818
266,1,0.0001,task_effect_r0002,120,10,Low,Regular,pitch,1.0,0.05900381
267,1,0.0001,task_effect_r0002,120,10,Low,Regular,pump,1.0,0.023605715
268,1,0.0001,task_effect_r0002,120,10,Low,Regular,ripe,1.0,0.061052028
269,1,0.0001,task_effect_r0002,120,10,Low,Regular,slip,1.0,0.019934729
270,1,0.0001,task_effect_r0002,120,10,Low,Regular,slam,1.0,0.020288926
271,1,0.0001,task_effect_r0002,120,10,Low,Regular,stunt,1.0,0.019100485
272,1,0.0001,task_effect_r0002,120,10,Low,Regular,swore,1.0,0.027253844
273,1,0.0001,task_effect_r0002,120,10,Low,Regular,trunk,1.0,0.028981328
274,1,0.0001,task_effect_r0002,120,10,Low,Regular,wit,1.0,0.0336116
275,1,0.0001,task_effect_r0002,120,10,Low,Regular,weld,1.0,0.055367053
276,1,0.0001,task_effect_r0002,120,10,Low,Regular,wax,1.0,0.032304294
277,1,0.0001,task_effect_r0002,120,10,Low,Regular,wing,1.0,0.042835638
278,1,0.0001,task_effect_r0002,120,10,Low,Regular,wake,1.0,0.08062526
279,1,0.0001,task_effect_r0002,120,11,High,Exception,are,0.0,1.7052538
280,1,0.0001,task_effect_r0002,120,11,High,Exception,both,1.0,0.02053987
281,1,0.0001,task_effect_r0002,120,11,High,Exception,break,1.0,0.04047476
282,1,0.0001,task_effect_r0002,120,11,High,Exception,choose,1.0,0.02678145
283,1,0.0001,task_effect_r0002,120,11,High,Exception,come,1.0,0.05212993
284,1,0.0001,task_effect_r0002,120,11,High,Exception,do,1.0,0.6150546
285,1,0.0001,task_effect_r0002,120,11,High,Exception,does,0.0,3.8170035
286,1,0.0001,task_effect_r0002,120,11,High,Exception,done,1.0,0.32391453
287,1,0.0001,task_effect_r0002,120,11,High,Exception,foot,1.0,0.012239207
288,1,0.0001,task_effect_r0002,120,11,High,Exception,give,1.0,0.01774479
289,1,0.0001,task_effect_r0002,120,11,High,Exception,great,1.0,0.03465372
290,1,0.0001,task_effect_r0002,120,11,High,Exception,have,0.0,1.5003254
291,1,0.0001,task_effect_r0002,120,11,High,Exception,move,1.0,0.018514078
292,1,0.0001,task_effect_r0002,120,11,High,Exception,pull,1.0,0.07035886
293,1,0.0001,task_effect_r0002,120,11,High,Exception,said,1.0,0.22683552
294,1,0.0001,task_effect_r0002,120,11,High,Exception,says,1.0,0.05632621
295,1,0.0001,task_effect_r0002,120,11,High,Exception,shall,0.0,1.1300945
296,1,0.0001,task_effect_r0002,120,11,High,Exception,want,1.0,0.37486574
297,1,0.0001,task_effect_r0002,120,11,High,Exception,watch,1.0,0.053204216
298,1,0.0001,task_effect_r0002,120,11,High,Exception,were,1.0,0.45198187
299,1,0.0001,task_effect_r0002,120,11,High,Exception,what,0.0,3.0457
300,1,0.0001,task_effect_r0002,120,11,High,Exception,word,0.0,2.9625645
301,1,0.0001,task_effect_r0002,120,11,High,Exception,work,1.0,0.57837206
302,1,0.0001,task_effect_r0002,120,11,Low,Exception,bowl,1.0,0.3850116
303,1,0.0001,task_effect_r0002,120,11,Low,Exception,broad,1.0,0.16497459
304,1,0.0001,task_effect_r0002,120,11,Low,Exception,bush,1.0,0.76893556
305,1,0.0001,task_effect_r0002,120,11,Low,Exception,deaf,1.0,0.08187531
306,1,0.0001,task_effect_r0002,120,11,Low,Exception,doll,1.0,0.21124223
307,1,0.0001,task_effect_r0002,120,11,Low,Exception,flood,1.0,0.023305735
308,1,0.0001,task_effect_r0002,120,11,Low,Exception,gross,1.0,1.1111945
309,1,0.0001,task_effect_r0002,120,11,Low,Exception,lose,1.0,0.44836226
310,1,0.0001,task_effect_r0002,120,11,Low,Exception,pear,0.0,1.475722
311,1,0.0001,task_effect_r0002,120,11,Low,Exception,phase,1.0,0.04924439
312,1,0.0001,task_effect_r0002,120,11,Low,Exception,pint,1.0,1.1051337
313,1,0.0001,task_effect_r0002,120,11,Low,Exception,plow,1.0,0.016799485
314,1,0.0001,task_effect_r0002,120,11,Low,Exception,rouse,1.0,0.12073339
315,1,0.0001,task_effect_r0002,120,11,Low,Exception,sew,0.0,2.003838
316,1,0.0001,task_effect_r0002,120,11,Low,Exception,shoe,1.0,0.25452644
317,1,0.0001,task_effect_r0002,120,11,Low,Exception,spook,1.0,0.016097277
318,1,0.0001,task_effect_r0002,120,11,Low,Exception,swamp,1.0,0.032844227
319,1,0.0001,task_effect_r0002,120,11,Low,Exception,swarm,1.0,0.25860476
320,1,0.0001,task_effect_r0002,120,11,Low,Exception,touch,1.0,0.035917483
321,1,0.0001,task_effect_r0002,120,11,Low,Exception,wad,0.0,1.0562099
322,1,0.0001,task_effect_r0002,120,11,Low,Exception,wand,1.0,0.032824777
323,1,0.0001,task_effect_r0002,120,11,Low,Exception,wash,1.0,0.18368258
324,1,0.0001,task_effect_r0002,120,11,Low,Exception,wool,1.0,0.2251067
325,1,0.0001,task_effect_r0002,120,11,Low,Exception,worm,1.0,0.73004264
326,1,0.0001,task_effect_r0002,120,11,High,Regular,out,1.0,0.38641202
327,1,0.0001,task_effect_r0002,120,11,High,Regular,big,1.0,0.024908137
328,1,0.0001,task_effect_r0002,120,11,High,Regular,best,1.0,0.021042686
329,1,0.0001,task_effect_r0002,120,11,High,Regular,class,1.0,0.027209887
330,1,0.0001,task_effect_r0002,120,11,High,Regular,came,1.0,0.026753265
331,1,0.0001,task_effect_r0002,120,11,High,Regular,did,1.0,0.020614248
332,1,0.0001,task_effect_r0002,120,11,High,Regular,tell,1.0,0.016297283
333,1,0.0001,task_effect_r0002,120,11,High,Regular,dark,1.0,0.024723845
334,1,0.0001,task_effect_r0002,120,11,High,Regular,fact,1.0,0.032927103
335,1,0.0001,task_effect_r0002,120,11,High,Regular,got,1.0,0.056782864
336,1,0.0001,task_effect_r0002,120,11,High,Regular,group,1.0,0.04650994
337,1,0.0001,task_effect_r0002,120,11,High,Regular,him,1.0,0.018604176
