,index,model,adj_residual,max_acc,k,x0,code_name,cond,hidden_units,cleanup_units,p_noise,learning_rate
214,0,EQ1,0.06747867129664951,0.8698752643666521,7.961750857410217,0.06720709535107564,64195255,NW_UN,50,15,1,0.0020000000000000013
215,0,EQ1,0.005316992014352795,0.7949738536776862,6.148407368129492,0.05443980289742899,64195255,NW_AMB,50,15,1,0.0020000000000000013
216,0,EQ1,0.042158058521431056,0.9750621711369828,8.324312882334583,0.030919907810287806,64195260,HF_CON,100,15,1,0.0020000000000000013
217,0,EQ1,0.031093744513816204,0.9999999999999999,6.735534067988471,0.03283708454254072,64195260,LF_CON,100,15,1,0.0020000000000000013
218,0,EQ1,0.01999314379044506,0.9999999999999999,6.031632213954068,0.012267084121597301,64195260,HF_INC,100,15,1,0.0020000000000000013
219,0,EQ1,0.019470389621046153,0.8326368423909962,3.4056753537876348,0.009958500845994582,64195260,LF_INC,100,15,1,0.0020000000000000013
220,0,EQ1,0.043221416500217213,0.8672841916606371,7.462931742780799,0.03885892200027791,64195260,NW_UN,100,15,1,0.0020000000000000013
221,0,EQ1,0.031500270400540764,0.8313344520194283,7.355591330451378,0.03455830042445748,64195260,NW_AMB,100,15,1,0.0020000000000000013
222,0,EQ1,0.022922283620681272,0.9577383658604298,10.433958034162737,0.02714017893671419,64195265,HF_CON,150,15,1,0.0020000000000000013
223,0,EQ1,0.007384981975409173,0.9945861485114091,8.162713727834994,0.02709301810978569,64195265,LF_CON,150,15,1,0.0020000000000000013
224,0,EQ1,0.04397042046177544,0.9928374038559103,5.146487733212224,5.852730328710005e-17,64195265,HF_INC,150,15,1,0.0020000000000000013
225,0,EQ1,0.04177589552246093,0.806852620277353,3.5188471804909653,7.906022801594531e-21,64195265,LF_INC,150,15,1,0.0020000000000000013
226,0,EQ1,0.04203985597329704,0.9222108190078476,7.930920164959809,0.035031138850663626,64195265,NW_UN,150,15,1,0.0020000000000000013
227,0,EQ1,0.02557069958490365,0.8431452592738627,8.393121249301359,0.02486978343467416,64195265,NW_AMB,150,15,1,0.0020000000000000013
228,0,EQ1,0.057429973053457095,0.9825404174774229,8.500269796127819,0.025259183632494596,64195270,HF_CON,200,15,1,0.0020000000000000013
229,0,EQ1,0.013034902836317013,0.9734159292831063,9.26140090499925,0.025728666254494336,64195270,LF_CON,200,15,1,0.0020000000000000013
230,0,EQ1,0.011481777150221173,0.9605632384324116,5.79284750810298,0.01749000780569797,64195270,HF_INC,200,15,1,0.0020000000000000013
231,0,EQ1,0.025987483030764,0.8391787431555103,3.8302421568852316,0.00011801085900928077,64195270,LF_INC,200,15,1,0.0020000000000000013
232,0,EQ1,0.025917957383517043,0.9408491847782522,9.04831502253796,0.025663511211013693,64195270,NW_UN,200,15,1,0.0020000000000000013
233,0,EQ1,0.01187815509860484,0.8480364729283756,8.289816531804355,0.01815965138234839,64195270,NW_AMB,200,15,1,0.0020000000000000013
234,0,EQ1,0.023001702473803138,0.9784013898651643,9.7632738292401,0.026514409627935866,64195275,HF_CON,250,15,1,0.0020000000000000013
235,0,EQ1,0.012263289188195525,0.9999999967633355,8.326004200711255,0.02148228497801074,64195275,LF_CON,250,15,1,0.0020000000000000013
236,0,EQ1,0.03611418505643511,0.9589101617811203,5.8190127307380735,5.0678730961513837e-23,64195275,HF_INC,250,15,1,0.0020000000000000013
237,0,EQ1,0.03975400065081096,0.8955427397377987,3.8489357131491615,3.4855978841153935e-21,64195275,LF_INC,250,15,1,0.0020000000000000013
238,0,EQ1,0.021065889473310617,0.8862812947256882,10.03090563025231,0.023563496243582737,64195275,NW_UN,250,15,1,0.0020000000000000013
239,0,EQ1,0.03951570598000075,0.7999196786088488,15.824692783284528,0.02861881369929518,64195275,NW_AMB,250,15,1,0.0020000000000000013
240,0,EQ1,0.06735016363613279,0.9318824685008479,6.86331342294414,0.06946780375463947,64195280,HF_CON,50,20,1,0.0020000000000000013
241,0,EQ1,0.016028474436756205,0.9777635880067933,5.771299264960931,0.058821702294263305,64195280,LF_CON,50,20,1,0.0020000000000000013
242,0,EQ1,0.020062675913078032,0.9217815147551794,5.737177675660971,0.0638133529836547,64195280,HF_INC,50,20,1,0.0020000000000000013
243,0,EQ1,0.024432492242160018,0.6140059249529847,5.8026381811352055,0.0552517061701467,64195280,LF_INC,50,20,1,0.0020000000000000013
244,0,EQ1,0.022090383243051914,0.8390431452475273,5.906598520369453,0.05616542100758491,64195280,NW_UN,50,20,1,0.0020000000000000013
245,0,EQ1,0.01632442702049791,0.7848784614598115,4.979768318643208,0.06026266159262729,64195280,NW_AMB,50,20,1,0.0020000000000000013
246,0,EQ1,0.02192312392293951,0.9454397304006728,10.96969336513372,0.0444349129033595,64195285,HF_CON,100,20,1,0.0020000000000000013
247,0,EQ1,0.0100754527018931,0.9589297046798423,8.629777941075165,0.026502878570474286,64195285,LF_CON,100,20,1,0.0020000000000000013
248,0,EQ1,0.016449793118579154,0.9807474666755378,5.0366876876587465,0.02461376434075286,64195285,HF_INC,100,20,1,0.0020000000000000013
249,0,EQ1,0.04406669728949473,0.9691075555758611,1.8633219753929122,2.008185513412717e-21,64195285,LF_INC,100,20,1,0.0020000000000000013
250,0,EQ1,0.04034168761958781,0.9290369150799679,8.137479996740318,0.04762337526663526,64195285,NW_UN,100,20,1,0.0020000000000000013
251,0,EQ1,0.011964586463138084,0.8957454571231342,8.248587663268136,0.04013632203834855,64195285,NW_AMB,100,20,1,0.0020000000000000013
252,0,EQ1,0.01811734986468981,0.9759601269853235,9.377495086028077,0.035548815313954214,64195290,HF_CON,150,20,1,0.0020000000000000013
253,0,EQ1,0.01052942617887672,0.9976707663900792,8.117125383452297,0.021692308921310008,64195290,LF_CON,150,20,1,0.0020000000000000013
254,0,EQ1,0.010286545447254837,0.9611823081079556,6.113706655465035,0.009396716784489065,64195290,HF_INC,150,20,1,0.0020000000000000013
255,0,EQ1,0.033072944625612624,0.730470634160336,5.346814611173434,8.351013667194898e-15,64195290,LF_INC,150,20,1,0.0020000000000000013
256,0,EQ1,0.031480965082022416,0.8929846112971517,9.131908542629233,0.03666023066690449,64195290,NW_UN,150,20,1,0.0020000000000000013
257,0,EQ1,0.024829357709027784,0.8242941998627562,10.669464654329877,0.03851527520337272,64195290,NW_AMB,150,20,1,0.0020000000000000013
258,0,EQ1,0.047105065380667895,0.9853817457487963,9.58728043321399,0.038822163782728104,64195295,HF_CON,200,20,1,0.0020000000000000013
259,0,EQ1,0.013507243056397661,0.9476505056776736,10.993712443657023,0.017583652466608535,64195295,LF_CON,200,20,1,0.0020000000000000013
260,0,EQ1,0.0231692173086708,0.9938896751317682,6.771493962355079,0.022348805652705906,64195295,HF_INC,200,20,1,0.0020000000000000013
261,0,EQ1,0.058016926088259924,0.8041514708496255,3.77429653178016,3.745699315911739e-15,64195295,LF_INC,200,20,1,0.0020000000000000013
262,0,EQ1,0.02786000064341296,0.9196947778901601,8.05612505003789,0.028892669870758447,64195295,NW_UN,200,20,1,0.0020000000000000013
263,0,EQ1,0.0432495470753267,0.8346847757150645,10.654243190676675,0.036234767654820074,64195295,NW_AMB,200,20,1,0.0020000000000000013
264,0,EQ1,0.012897033618184516,0.9979045292314197,9.005120580784686,0.02757607175679374,64195300,HF_CON,250,20,1,0.0020000000000000013
265,0,EQ1,0.03373671397902671,0.9983281050149646,8.013949209203341,0.007093811883123979,64195300,LF_CON,250,20,1,0.0020000000000000013
266,0,EQ1,0.03549281589567073,0.9705429996639222,6.647127120905509,0.008435279085426689,64195300,HF_INC,250,20,1,0.0020000000000000013
267,0,EQ1,0.07284521529043003,0.8717220016064156,2.9503898875046572,5.777509805764046e-35,64195300,LF_INC,250,20,1,0.0020000000000000013
268,0,EQ1,0.021977338532945603,0.9394040404636971,9.90196076128597,0.021520658665119326,64195300,NW_UN,250,20,1,0.0020000000000000013
269,0,EQ1,0.027844898976268136,0.850138040116005,9.987413517760462,0.021486547242037662,64195300,NW_AMB,250,20,1,0.0020000000000000013
270,0,EQ1,0.007317700373340217,0.9610054945742917,6.373283994153113,0.06943488092740088,64195305,HF_CON,50,25,1,0.0020000000000000013
271,0,EQ1,0.029725267889013238,0.9363330130762699,4.830401044161441,0.05602990850797383,64195305,LF_CON,50,25,1,0.0020000000000000013
272,0,EQ1,0.007556071956075052,0.9678473463412398,5.026438958495266,0.05529919952190858,64195305,HF_INC,50,25,1,0.0020000000000000013
273,0,EQ1,0.03464347478918571,0.6623322129164998,3.7455431506597816,0.03951326316996618,64195305,LF_INC,50,25,1,0.0020000000000000013
274,0,EQ1,0.015380214257363002,0.8260825426855645,7.058626831469198,0.07505538087821623,64195305,NW_UN,50,25,1,0.0020000000000000013
275,0,EQ1,0.011290974255025519,0.7654044790186187,5.665292401215872,0.0655734619506928,64195305,NW_AMB,50,25,1,0.0020000000000000013
276,0,EQ1,0.010879427880138829,0.9702350833517848,9.771234606880135,0.03137244002364086,64195310,HF_CON,100,25,1,0.0020000000000000013
277,0,EQ1,0.050739599537581365,0.9997276519960127,8.423166860084082,0.046201411231590786,64195310,LF_CON,100,25,1,0.0020000000000000013
278,0,EQ1,0.020061454295497622,0.9544133524724376,5.240302538468893,0.011082235513143747,64195310,HF_INC,100,25,1,0.0020000000000000013
279,0,EQ1,0.01584920152731892,0.861736599581042,2.578678963255172,0.016787326562487975,64195310,LF_INC,100,25,1,0.0020000000000000013
280,0,EQ1,0.0563467363643809,0.905591565005626,7.7533443430549704,0.052602076085107,64195310,NW_UN,100,25,1,0.0020000000000000013
